* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
22663.312, 28.435, 19.246
22663.676, 28.434, 17.258
22664.043, 28.433, 15.253
22664.410, 28.433, 13.241
22664.777, 28.432, 11.228
22665.141, 28.431, 9.239
22665.508, 28.430, 7.234
22665.875, 28.429, 5.221
22666.242, 28.428, 3.208
22666.605, 28.427, 1.217
22666.973, 28.426, -0.789
22667.340, 28.425, -2.802
22667.707, 28.425, -4.816
22668.070, 28.424, -6.806
22668.438, 28.423, -8.812
22668.805, 28.422, -10.827
22669.172, 28.421, -12.842
22669.535, 28.420, -14.833
22669.902, 28.419, -16.839
22670.270, 28.418, -18.854
22670.637, 28.417, -20.869
22671.000, 28.416, -22.861
22671.367, 28.416, -24.868
22671.734, 28.415, -26.884
22672.102, 28.414, -28.899
22672.465, 28.413, -30.892
22672.832, 28.412, -32.899
22673.199, 28.411, -34.916
22673.566, 28.410, -36.932
22673.930, 28.409, -38.924
22674.297, 28.408, -40.933
22674.664, 28.407, -42.950
22675.031, 28.407, -44.967
22675.395, 28.406, -46.952
22675.762, 28.405, -48.969
22676.129, 28.404, -50.986
22676.496, 28.403, -53.003
22676.859, 28.402, -54.989
22677.227, 28.401, -57.006
22677.594, 28.400, -59.024
22677.961, 28.399, -61.042
22678.324, 28.398, -63.029
22678.691, 28.398, -65.047
22679.059, 28.397, -67.065
22679.426, 28.396, -69.076
22679.789, 28.395, -71.071
22680.156, 28.394, -73.089
22680.523, 28.393, -75.108
22680.891, 28.392, -77.119
22681.254, 28.391, -79.115
22681.621, 28.390, -81.134
22681.988, 28.390, -83.153
22682.355, 28.389, -85.165
22682.719, 28.388, -87.161
22683.086, 28.387, -89.180
22683.453, 28.386, -91.201
22683.820, 28.385, -93.213
22684.184, 28.384, -95.209
22684.551, 28.383, -97.229
22684.918, 28.382, -99.250
22685.285, 28.381, -101.263
22685.648, 28.381, -103.260
22686.016, 28.380, -105.281
22686.383, 28.379, -107.302
22686.750, 28.378, -109.315
22687.113, 28.377, -111.312
22687.480, 28.376, -113.334
22687.848, 28.375, -115.355
22688.215, 28.374, -117.369
22688.578, 28.373, -119.368
22688.945, 28.372, -121.389
22689.312, 28.372, -123.411
22689.680, 28.371, -125.426
22690.043, 28.370, -127.424
22690.410, 28.369, -129.447
22690.777, 28.368, -131.469
22691.145, 28.367, -133.484
22691.508, 28.366, -135.483
22691.875, 28.365, -137.506
22692.242, 28.364, -139.529
22692.609, 28.363, -141.545
22692.973, 28.363, -143.544
22693.340, 28.362, -145.568
22693.707, 28.361, -147.591
22694.074, 28.360, -149.607
22694.438, 28.359, -151.607
22694.805, 28.358, -153.631
22695.172, 28.357, -155.656
22695.539, 28.356, -157.672
22695.902, 28.355, -159.672
22696.270, 28.354, -161.697
22696.637, 28.354, -163.722
22697.004, 28.353, -165.739
22697.367, 28.352, -167.740
22697.734, 28.351, -169.765
22698.102, 28.350, -171.791
22698.469, 28.349, -173.808
22698.832, 28.348, -175.809
22699.199, 28.347, -177.835
22699.566, 28.346, -179.861
22699.934, 28.345, 178.122
22700.297, 28.345, 176.120
22700.664, 28.344, 174.094
22701.031, 28.343, 172.067
22701.398, 28.342, 170.048
22701.762, 28.341, 168.046
22702.129, 28.340, 166.019
22702.496, 28.339, 163.993
22702.863, 28.338, 161.974
22703.227, 28.337, 159.971
22703.594, 28.336, 157.943
22703.961, 28.336, 155.917
22704.328, 28.335, 153.897
22704.691, 28.334, 151.894
22705.059, 28.333, 149.866
22705.426, 28.332, 147.838
22705.793, 28.331, 145.818
22706.156, 28.330, 143.814
22706.523, 28.329, 141.787
22706.891, 28.328, 139.758
22707.258, 28.327, 137.737
22707.621, 28.327, 135.733
22707.988, 28.326, 133.704
22708.355, 28.325, 131.676
22708.723, 28.324, 129.655
22709.086, 28.323, 127.650
22709.453, 28.322, 125.621
22709.820, 28.321, 123.600
22710.188, 28.320, 121.570
22710.551, 28.319, 119.565
22710.918, 28.318, 117.535
22711.285, 28.318, 115.514
22711.652, 28.317, 113.484
22712.016, 28.316, 111.478
22712.383, 28.315, 109.448
22712.750, 28.314, 107.426
22713.117, 28.313, 105.396
22713.480, 28.312, 103.389
22713.848, 28.311, 101.358
22714.215, 28.310, 99.336
22714.582, 28.309, 97.305
22714.945, 28.309, 95.299
22715.312, 28.308, 93.268
22715.680, 28.307, 91.244
22716.047, 28.306, 89.213
22716.410, 28.305, 87.206
22716.777, 28.304, 85.174
22717.145, 28.303, 83.151
22717.512, 28.302, 81.120
22717.875, 28.301, 79.112
22718.242, 28.300, 77.080
22718.609, 28.300, 75.056
22718.977, 28.299, 73.024
22719.340, 28.298, 71.016
22719.707, 28.297, 68.983
22720.074, 28.296, 66.959
22720.441, 28.295, 64.926
22720.805, 28.294, 62.917
22721.172, 28.293, 60.885
22721.539, 28.292, 58.860
22721.906, 28.291, 56.827
22722.270, 28.291, 54.818
22722.637, 28.290, 52.784
22723.004, 28.289, 50.759
22723.371, 28.288, 48.726
22723.734, 28.287, 46.716
22724.102, 28.286, 44.682
22724.469, 28.285, 42.657
22724.836, 28.284, 40.623
22725.199, 28.283, 38.613
22725.566, 28.282, 36.579
22725.934, 28.282, 34.553
22726.301, 28.281, 32.518
22726.668, 28.280, 30.484
22727.031, 28.279, 28.473
22727.398, 28.278, 26.446
22727.766, 28.277, 24.412
22728.133, 28.276, 22.377
22728.496, 28.275, 20.366
22728.863, 28.274, 18.339
22729.230, 28.273, 16.304
22729.598, 28.273, 14.269
22729.961, 28.272, 12.257
22730.328, 28.271, 10.229
22730.695, 28.270, 8.194
22731.062, 28.269, 6.158
22731.426, 28.268, 4.147
22731.793, 28.267, 2.119
22732.160, 28.266, 0.083
22732.527, 28.265, -1.954
22732.891, 28.264, -3.966
22733.258, 28.264, -5.994
22733.625, 28.263, -8.031
22733.992, 28.262, -10.067
22734.355, 28.261, -12.080
22734.723, 28.260, -14.109
22735.090, 28.259, -16.146
22735.457, 28.258, -18.182
22735.820, 28.257, -20.196
22736.188, 28.256, -22.225
22736.555, 28.255, -24.262
22736.922, 28.255, -26.299
22737.285, 28.254, -28.312
22737.652, 28.253, -30.342
22738.020, 28.252, -32.380
22738.387, 28.251, -34.417
22738.750, 28.250, -36.423
22739.117, 28.249, -38.461
22739.484, 28.248, -40.500
22739.852, 28.247, -42.538
22740.215, 28.246, -44.544
22740.582, 28.246, -46.583
22740.949, 28.245, -48.621
22741.316, 28.244, -50.659
22741.680, 28.243, -52.666
22742.047, 28.242, -54.705
22742.414, 28.241, -56.744
22742.781, 28.240, -58.775
22743.145, 28.239, -60.790
22743.512, 28.238, -62.829
22743.879, 28.237, -64.868
22744.246, 28.237, -66.900
22744.609, 28.236, -68.915
22744.977, 28.235, -70.955
22745.344, 28.234, -72.994
22745.711, 28.233, -75.026
22746.074, 28.232, -77.042
22746.441, 28.231, -79.082
22746.809, 28.230, -81.122
22747.176, 28.229, -83.154
22747.539, 28.228, -85.170
22747.906, 28.228, -87.211
22748.273, 28.227, -89.251
22748.641, 28.226, -91.284
22749.004, 28.225, -93.300
22749.371, 28.224, -95.341
22749.738, 28.223, -97.381
22750.105, 28.222, -99.415
22750.469, 28.221, -101.432
22750.836, 28.220, -103.472
22751.203, 28.219, -105.514
22751.570, 28.218, -107.547
22751.934, 28.218, -109.564
22752.301, 28.217, -111.606
22752.668, 28.216, -113.647
22753.035, 28.215, -115.681
22753.398, 28.214, -117.699
22753.766, 28.213, -119.741
22754.133, 28.212, -121.782
22754.500, 28.211, -123.816
22754.863, 28.210, -125.834
22755.230, 28.209, -127.876
22755.598, 28.209, -129.919
22755.965, 28.208, -131.953
22756.328, 28.207, -133.972
22756.695, 28.206, -136.014
22757.062, 28.205, -138.057
22757.430, 28.204, -140.091
22757.793, 28.203, -142.110
22758.160, 28.202, -144.153
22758.527, 28.201, -146.196
22758.895, 28.200, -148.231
22759.258, 28.200, -150.250
22759.625, 28.199, -152.293
22759.992, 28.198, -154.337
22760.359, 28.197, -156.372
22760.723, 28.196, -158.392
22761.090, 28.195, -160.436
22761.457, 28.194, -162.479
22761.824, 28.193, -164.515
22762.188, 28.192, -166.535
22762.555, 28.191, -168.578
22762.922, 28.191, -170.623
22763.289, 28.190, -172.658
22763.652, 28.189, -174.679
22764.020, 28.188, -176.723
22764.387, 28.187, -178.767
22764.754, 28.186, 179.196
22765.117, 28.185, 177.175
22765.484, 28.184, 175.131
22765.852, 28.183, 173.086
22766.219, 28.182, 171.050
22766.582, 28.182, 169.029
22766.949, 28.181, 166.984
22767.316, 28.180, 164.939
22767.684, 28.179, 162.902
22768.047, 28.178, 160.881
22768.414, 28.177, 158.836
22768.781, 28.176, 156.790
22769.148, 28.175, 154.753
22769.512, 28.174, 152.731
22769.879, 28.173, 150.686
22770.246, 28.172, 148.640
22770.613, 28.172, 146.603
22770.977, 28.171, 144.581
22771.344, 28.170, 142.535
22771.711, 28.169, 140.489
22772.078, 28.168, 138.451
22772.441, 28.167, 136.429
22772.809, 28.166, 134.382
22773.176, 28.165, 132.344
22773.543, 28.164, 130.298
22773.906, 28.163, 128.275
22774.273, 28.163, 126.229
22774.641, 28.162, 124.190
22775.008, 28.161, 122.144
22775.371, 28.160, 120.121
22775.738, 28.159, 118.074
22776.105, 28.158, 116.035
22776.473, 28.157, 113.988
22776.836, 28.156, 111.965
22777.203, 28.155, 109.918
22777.570, 28.154, 107.878
22777.938, 28.154, 105.832
22778.301, 28.153, 103.808
22778.668, 28.152, 101.760
22779.035, 28.151, 99.721
22779.402, 28.150, 97.674
22779.766, 28.149, 95.650
22780.133, 28.148, 93.603
22780.500, 28.147, 91.562
22780.867, 28.146, 89.515
22781.230, 28.145, 87.491
22781.598, 28.145, 85.443
22781.965, 28.144, 83.403
22782.332, 28.143, 81.354
22782.695, 28.142, 79.330
22783.062, 28.141, 77.282
22783.430, 28.140, 75.242
22783.797, 28.139, 73.193
22784.160, 28.138, 71.168
22784.527, 28.137, 69.120
22784.895, 28.136, 67.079
22785.262, 28.135, 65.031
22785.625, 28.135, 63.006
22785.992, 28.134, 60.957
22786.359, 28.133, 58.916
22786.727, 28.132, 56.867
22787.090, 28.131, 54.842
22787.457, 28.130, 52.793
22787.824, 28.129, 50.752
22788.191, 28.128, 48.702
22788.555, 28.127, 46.677
22788.922, 28.126, 44.627
22789.289, 28.126, 42.586
22789.656, 28.125, 40.537
22790.023, 28.124, 38.487
22790.387, 28.123, 36.461
22790.754, 28.122, 34.419
22791.121, 28.121, 32.370
22791.488, 28.120, 30.320
22791.852, 28.119, 28.293
22792.219, 28.118, 26.251
22792.586, 28.117, 24.202
22792.953, 28.117, 22.151
22793.316, 28.116, 20.126
22793.684, 28.115, 18.083
22794.051, 28.114, 16.033
22794.418, 28.113, 13.982
22794.781, 28.112, 11.956
22795.148, 28.111, 9.914
22795.516, 28.110, 7.863
22795.883, 28.109, 5.812
22796.246, 28.108, 3.785
22796.613, 28.108, 1.743
22796.980, 28.107, -0.308
22797.348, 28.106, -2.359
22797.711, 28.105, -4.386
22798.078, 28.104, -6.429
22798.445, 28.103, -8.480
22798.812, 28.102, -10.531
22799.176, 28.101, -12.558
22799.543, 28.100, -14.602
22799.910, 28.099, -16.653
22800.277, 28.098, -18.705
22800.641, 28.098, -20.731
22801.008, 28.097, -22.775
22801.375, 28.096, -24.827
22801.742, 28.095, -26.878
22802.105, 28.094, -28.898
22802.473, 28.093, -30.950
22802.840, 28.092, -33.001
22803.207, 28.091, -35.053
22803.570, 28.090, -37.074
22803.938, 28.089, -39.125
22804.305, 28.089, -41.177
22804.672, 28.088, -43.229
22805.035, 28.087, -45.250
22805.402, 28.086, -47.302
22805.770, 28.085, -49.354
22806.137, 28.084, -51.407
22806.500, 28.083, -53.427
22806.867, 28.082, -55.479
22807.234, 28.081, -57.532
22807.602, 28.080, -59.576
22807.965, 28.080, -61.604
22808.332, 28.079, -63.657
22808.699, 28.078, -65.710
22809.066, 28.077, -67.755
22809.430, 28.076, -69.784
22809.797, 28.075, -71.836
22810.164, 28.074, -73.889
22810.531, 28.073, -75.934
22810.895, 28.072, -77.963
22811.262, 28.071, -80.017
22811.629, 28.071, -82.069
22811.996, 28.070, -84.115
22812.359, 28.069, -86.144
22812.727, 28.068, -88.197
22813.094, 28.067, -90.250
22813.461, 28.066, -92.296
22813.824, 28.065, -94.325
22814.191, 28.064, -96.379
22814.559, 28.063, -98.432
22814.926, 28.062, -100.478
22815.289, 28.061, -102.508
22815.656, 28.061, -104.561
22816.023, 28.060, -106.615
22816.391, 28.059, -108.660
22816.754, 28.058, -110.690
22817.121, 28.057, -112.744
22817.488, 28.056, -114.799
22817.855, 28.055, -116.844
22818.219, 28.054, -118.874
22818.586, 28.053, -120.928
22818.953, 28.052, -122.982
22819.320, 28.052, -125.028
22819.684, 28.051, -127.059
22820.051, 28.050, -129.112
22820.418, 28.049, -131.167
22820.785, 28.048, -133.213
22821.148, 28.047, -135.244
22821.516, 28.046, -137.299
22821.883, 28.045, -139.353
22822.250, 28.044, -141.399
22822.613, 28.043, -143.430
22822.980, 28.043, -145.484
22823.348, 28.042, -147.539
22823.715, 28.041, -149.586
22824.078, 28.040, -151.616
22824.445, 28.039, -153.672
22824.812, 28.038, -155.727
22825.180, 28.037, -157.773
22825.543, 28.036, -159.804
22825.910, 28.035, -161.858
22826.277, 28.034, -163.914
22826.645, 28.034, -165.961
22827.008, 28.033, -167.992
22827.375, 28.032, -170.047
22827.742, 28.031, -172.102
22828.109, 28.030, -174.149
22828.473, 28.029, -176.181
22828.840, 28.028, -178.236
22829.207, 28.027, 179.709
22829.574, 28.026, 177.662
22829.938, 28.025, 175.630
22830.305, 28.024, 173.574
22830.672, 28.024, 171.520
22831.039, 28.023, 169.472
22831.402, 28.022, 167.439
22831.770, 28.021, 165.385
22832.137, 28.020, 163.329
22832.504, 28.019, 161.281
22832.867, 28.018, 159.250
22833.234, 28.017, 157.194
22833.602, 28.016, 155.139
22833.969, 28.015, 153.090
22834.332, 28.015, 151.059
22834.699, 28.014, 149.002
22835.066, 28.013, 146.947
22835.434, 28.012, 144.898
22835.797, 28.011, 142.867
22836.164, 28.010, 140.811
22836.531, 28.009, 138.763
22836.898, 28.008, 136.707
22837.262, 28.007, 134.675
22837.629, 28.006, 132.619
22837.996, 28.006, 130.570
22838.363, 28.005, 128.514
22838.727, 28.004, 126.482
22839.094, 28.003, 124.426
22839.461, 28.002, 122.377
22839.828, 28.001, 120.320
22840.191, 28.000, 118.289
22840.559, 27.999, 116.232
22840.926, 27.998, 114.184
22841.293, 27.997, 112.127
22841.656, 27.997, 110.095
22842.023, 27.996, 108.037
22842.391, 27.995, 105.989
22842.758, 27.994, 103.933
22843.121, 27.993, 101.900
22843.488, 27.992, 99.844
22843.855, 27.991, 97.795
22844.223, 27.990, 95.738
22844.586, 27.989, 93.705
22844.953, 27.988, 91.648
22845.320, 27.987, 89.600
22845.688, 27.987, 87.543
22846.051, 27.986, 85.510
22846.418, 27.985, 83.453
22846.785, 27.984, 81.404
22847.152, 27.983, 79.348
22847.516, 27.982, 77.314
22847.883, 27.981, 75.258
22848.250, 27.980, 73.209
22848.617, 27.979, 71.151
22848.980, 27.978, 69.119
22849.348, 27.978, 67.061
22849.715, 27.977, 65.012
22850.082, 27.976, 62.955
22850.445, 27.975, 60.921
22850.812, 27.974, 58.864
22851.180, 27.973, 56.815
22851.547, 27.972, 54.758
22851.910, 27.971, 52.726
22852.277, 27.970, 50.667
22852.645, 27.969, 48.618
22853.012, 27.969, 46.561
22853.379, 27.968, 44.504
22853.742, 27.967, 42.470
22854.109, 27.966, 40.420
22854.477, 27.965, 38.363
22854.844, 27.964, 36.305
22855.207, 27.963, 34.273
22855.574, 27.962, 32.224
22855.941, 27.961, 30.165
22856.309, 27.960, 28.107
22856.672, 27.960, 26.074
22857.039, 27.959, 24.024
22857.406, 27.958, 21.967
22857.773, 27.957, 19.909
22858.137, 27.956, 17.876
22858.504, 27.955, 15.826
22858.871, 27.954, 13.769
22859.238, 27.953, 11.711
22859.602, 27.952, 9.678
22859.969, 27.951, 7.627
22860.336, 27.951, 5.569
22860.703, 27.950, 3.512
22861.066, 27.949, 1.478
22861.434, 27.948, -0.572
22861.801, 27.947, -2.630
22862.168, 27.946, -4.688
22862.531, 27.945, -6.722
22862.898, 27.944, -8.771
22863.266, 27.943, -10.829
22863.633, 27.942, -12.887
22863.996, 27.942, -14.921
22864.363, 27.941, -16.971
22864.730, 27.940, -19.028
22865.098, 27.939, -21.087
22865.461, 27.938, -23.121
22865.828, 27.937, -25.171
22866.195, 27.936, -27.229
22866.562, 27.935, -29.287
22866.926, 27.934, -31.313
22867.293, 27.933, -33.370
22867.660, 27.932, -35.429
22868.027, 27.932, -37.486
22868.391, 27.931, -39.513
22868.758, 27.930, -41.571
22869.125, 27.929, -43.629
22869.492, 27.928, -45.687
22869.855, 27.927, -47.714
22870.223, 27.926, -49.771
22870.590, 27.925, -51.829
22870.957, 27.924, -53.880
22871.320, 27.923, -55.913
22871.688, 27.923, -57.973
22872.055, 27.922, -60.030
22872.422, 27.921, -62.080
22872.785, 27.920, -64.115
22873.152, 27.919, -66.173
22873.520, 27.918, -68.230
22873.887, 27.917, -70.281
22874.250, 27.916, -72.315
22874.617, 27.915, -74.373
22874.984, 27.914, -76.432
22875.352, 27.914, -78.482
22875.715, 27.913, -80.517
22876.082, 27.912, -82.575
22876.449, 27.911, -84.633
22876.816, 27.910, -86.684
22877.180, 27.909, -88.718
22877.547, 27.908, -90.776
22877.914, 27.907, -92.834
22878.281, 27.906, -94.884
22878.645, 27.905, -96.919
22879.012, 27.905, -98.977
22879.379, 27.904, -101.035
22879.746, 27.903, -103.086
22880.109, 27.902, -105.120
22880.477, 27.901, -107.179
22880.844, 27.900, -109.236
22881.211, 27.899, -111.287
22881.574, 27.898, -113.320
22881.941, 27.897, -115.379
22882.309, 27.896, -117.438
22882.676, 27.896, -119.488
22883.039, 27.895, -121.522
22883.406, 27.894, -123.581
22883.773, 27.893, -125.639
22884.141, 27.892, -127.689
22884.504, 27.891, -129.723
22884.871, 27.890, -131.782
22885.238, 27.889, -133.840
22885.605, 27.888, -135.891
22885.969, 27.887, -137.926
22886.336, 27.887, -139.982
22886.703, 27.886, -142.042
22887.070, 27.885, -144.092
22887.434, 27.884, -146.126
22887.801, 27.883, -148.185
22888.168, 27.882, -150.243
22888.535, 27.881, -152.293
22888.898, 27.880, -154.328
22889.266, 27.879, -156.386
22889.633, 27.878, -158.444
22890.000, 27.878, -160.494
22890.363, 27.877, -162.528
22890.730, 27.876, -164.587
22891.098, 27.875, -166.646
22891.465, 27.874, -168.695
22891.828, 27.873, -170.730
22892.195, 27.872, -172.788
22892.562, 27.871, -174.847
22892.930, 27.870, -176.896
22893.293, 27.869, -178.931
22893.660, 27.869, 179.012
22894.027, 27.868, 176.952
22894.395, 27.867, 174.902
22894.758, 27.866, 172.868
22895.125, 27.865, 170.810
22895.492, 27.864, 168.752
22895.859, 27.863, 166.701
22896.223, 27.862, 164.668
22896.590, 27.861, 162.609
22896.957, 27.860, 160.551
22897.324, 27.860, 158.501
22897.688, 27.859, 156.466
22898.055, 27.858, 154.408
22898.422, 27.857, 152.351
22898.789, 27.856, 150.300
22899.152, 27.855, 148.266
22899.520, 27.854, 146.208
22899.887, 27.853, 144.150
22900.254, 27.852, 142.100
22900.617, 27.851, 140.065
22900.984, 27.851, 138.008
22901.352, 27.850, 135.958
22901.719, 27.849, 133.899
22902.082, 27.848, 131.865
22902.449, 27.847, 129.808
22902.816, 27.846, 127.758
22903.184, 27.845, 125.699
22903.547, 27.844, 123.665
22903.914, 27.843, 121.607
22904.281, 27.842, 119.558
22904.648, 27.842, 117.500
22905.012, 27.841, 115.466
22905.379, 27.840, 113.409
22905.746, 27.839, 111.358
22906.113, 27.838, 109.301
22906.477, 27.837, 107.267
22906.844, 27.836, 105.208
22907.211, 27.835, 103.158
22907.578, 27.834, 101.101
22907.941, 27.833, 99.066
22908.309, 27.833, 97.010
22908.676, 27.832, 94.961
22909.043, 27.831, 92.902
22909.406, 27.830, 90.869
22909.773, 27.829, 88.811
22910.141, 27.828, 86.761
22910.508, 27.827, 84.703
22910.871, 27.826, 82.669
22911.238, 27.825, 80.612
22911.605, 27.824, 78.562
22911.973, 27.824, 76.505
22912.336, 27.823, 74.472
22912.703, 27.822, 72.415
22913.070, 27.821, 70.365
22913.438, 27.820, 68.307
22913.801, 27.819, 66.273
22914.168, 27.818, 64.216
22914.535, 27.817, 62.166
22914.902, 27.816, 60.109
22915.266, 27.816, 58.076
22915.633, 27.815, 56.019
22916.000, 27.814, 53.969
22916.367, 27.813, 51.912
22916.730, 27.812, 49.878
22917.098, 27.811, 47.821
22917.465, 27.810, 45.771
22917.832, 27.809, 43.715
22918.199, 27.808, 41.657
22918.562, 27.807, 39.624
22918.930, 27.807, 37.575
22919.297, 27.806, 35.519
22919.664, 27.805, 33.461
22920.027, 27.804, 31.428
22920.395, 27.803, 29.380
22920.762, 27.802, 27.322
22921.129, 27.801, 25.265
22921.492, 27.800, 23.231
22921.859, 27.799, 21.183
22922.227, 27.798, 19.126
22922.594, 27.798, 17.069
22922.957, 27.797, 15.036
22923.324, 27.796, 12.987
22923.691, 27.795, 10.931
22924.059, 27.794, 8.874
22924.422, 27.793, 6.842
22924.789, 27.792, 4.792
22925.156, 27.791, 2.736
22925.523, 27.790, 0.680
22925.887, 27.789, -1.354
22926.254, 27.789, -3.402
22926.621, 27.788, -5.458
22926.988, 27.787, -7.515
22927.352, 27.786, -9.548
22927.719, 27.785, -11.596
22928.086, 27.784, -13.652
22928.453, 27.783, -15.708
22928.816, 27.782, -17.741
22929.184, 27.781, -19.789
22929.551, 27.780, -21.846
22929.918, 27.780, -23.901
22930.281, 27.779, -25.927
22930.648, 27.778, -27.982
22931.016, 27.777, -30.038
22931.383, 27.776, -32.096
22931.746, 27.775, -34.119
22932.113, 27.774, -36.174
22932.480, 27.773, -38.230
22932.848, 27.772, -40.286
22933.211, 27.772, -42.311
22933.578, 27.771, -44.366
22933.945, 27.770, -46.422
22934.312, 27.769, -48.470
22934.676, 27.768, -50.502
22935.043, 27.767, -52.558
22935.410, 27.766, -54.613
22935.777, 27.765, -56.661
22936.141, 27.764, -58.692
22936.508, 27.763, -60.749
22936.875, 27.763, -62.804
22937.242, 27.762, -64.852
22937.605, 27.761, -66.884
22937.973, 27.760, -68.938
22938.340, 27.759, -70.994
22938.707, 27.758, -73.041
22939.070, 27.757, -75.072
22939.438, 27.756, -77.127
22939.805, 27.755, -79.183
22940.172, 27.754, -81.230
22940.535, 27.754, -83.262
22940.902, 27.753, -85.316
22941.270, 27.752, -87.371
22941.637, 27.751, -89.419
22942.000, 27.750, -91.449
22942.367, 27.749, -93.505
22942.734, 27.748, -95.560
22943.102, 27.747, -97.606
22943.465, 27.746, -99.638
22943.832, 27.746, -101.692
22944.199, 27.745, -103.747
22944.566, 27.744, -105.793
22944.930, 27.743, -107.823
22945.297, 27.742, -109.879
22945.664, 27.741, -111.933
22946.031, 27.740, -113.979
22946.395, 27.739, -116.011
22946.762, 27.738, -118.064
22947.129, 27.737, -120.119
22947.496, 27.737, -122.165
22947.859, 27.736, -124.194
22948.227, 27.735, -126.250
22948.594, 27.734, -128.304
22948.961, 27.733, -130.350
22949.324, 27.732, -132.380
22949.691, 27.731, -134.435
22950.059, 27.730, -136.488
22950.426, 27.729, -138.534
22950.789, 27.729, -140.563
22951.156, 27.728, -142.617
22951.523, 27.727, -144.672
22951.891, 27.726, -146.717
22952.254, 27.725, -148.747
22952.621, 27.724, -150.801
22952.988, 27.723, -152.854
22953.355, 27.722, -154.899
22953.719, 27.721, -156.929
22954.086, 27.720, -158.982
22954.453, 27.720, -161.036
22954.820, 27.719, -163.081
22955.184, 27.718, -165.110
22955.551, 27.717, -167.164
22955.918, 27.716, -169.217
22956.285, 27.715, -171.262
22956.648, 27.714, -173.291
22957.016, 27.713, -175.344
22957.383, 27.712, -177.396
22957.750, 27.712, -179.441
22958.113, 27.711, 178.529
22958.480, 27.710, 176.478
22958.848, 27.709, 174.424
22959.215, 27.708, 172.379
22959.578, 27.707, 170.351
22959.945, 27.706, 168.298
22960.312, 27.705, 166.245
22960.680, 27.704, 164.201
22961.043, 27.703, 162.172
22961.410, 27.703, 160.120
22961.777, 27.702, 158.068
22962.145, 27.701, 156.023
22962.508, 27.700, 153.995
22962.875, 27.699, 151.944
22963.242, 27.698, 149.892
22963.609, 27.697, 147.848
22963.973, 27.696, 145.820
22964.340, 27.695, 143.768
22964.707, 27.695, 141.724
22965.074, 27.694, 139.672
22965.438, 27.693, 137.645
22965.805, 27.692, 135.593
22966.172, 27.691, 133.550
22966.539, 27.690, 131.498
22966.902, 27.689, 129.471
22967.270, 27.688, 127.419
22967.637, 27.687, 125.376
22968.004, 27.686, 123.324
22968.367, 27.686, 121.297
22968.734, 27.685, 119.246
22969.102, 27.684, 117.203
22969.469, 27.683, 115.152
22969.832, 27.682, 113.126
22970.199, 27.681, 111.075
22970.566, 27.680, 109.031
22970.934, 27.679, 106.980
22971.297, 27.678, 104.954
22971.664, 27.678, 102.903
22972.031, 27.677, 100.861
22972.398, 27.676, 98.811
22972.762, 27.675, 96.785
22973.129, 27.674, 94.733
22973.496, 27.673, 92.691
22973.863, 27.672, 90.642
22974.227, 27.671, 88.615
22974.594, 27.670, 86.565
22974.961, 27.670, 84.523
22975.328, 27.669, 82.474
22975.691, 27.668, 80.448
22976.059, 27.667, 78.397
22976.426, 27.666, 76.355
22976.793, 27.665, 74.307
22977.156, 27.664, 72.280
22977.523, 27.663, 70.230
22977.891, 27.662, 68.190
22978.258, 27.661, 66.141
22978.621, 27.661, 64.115
22978.988, 27.660, 62.065
22979.355, 27.659, 60.024
22979.723, 27.658, 57.976
22980.086, 27.657, 55.950
22980.453, 27.656, 53.901
22980.820, 27.655, 51.860
22981.188, 27.654, 49.812
22981.555, 27.653, 47.764
22981.918, 27.653, 45.739
22982.285, 27.652, 43.697
22982.652, 27.651, 41.649
22983.020, 27.650, 39.601
22983.383, 27.649, 37.576
22983.750, 27.648, 35.536
22984.117, 27.647, 33.488
22984.484, 27.646, 31.440
22984.848, 27.645, 29.416
22985.215, 27.645, 27.376
22985.582, 27.644, 25.328
22985.949, 27.643, 23.280
22986.312, 27.642, 21.256
22986.680, 27.641, 19.217
22987.047, 27.640, 17.169
22987.414, 27.639, 15.122
22987.777, 27.638, 13.098
22988.145, 27.637, 11.059
22988.512, 27.637, 9.012
22988.879, 27.636, 6.963
22989.242, 27.635, 4.941
22989.609, 27.634, 2.902
22989.977, 27.633, 0.854
22990.344, 27.632, -1.191
22990.707, 27.631, -3.215
22991.074, 27.630, -5.254
22991.441, 27.629, -7.300
22991.809, 27.629, -9.347
22992.172, 27.628, -11.369
22992.539, 27.627, -13.408
22992.906, 27.626, -15.454
22993.273, 27.625, -17.500
22993.637, 27.624, -19.515
22994.004, 27.623, -21.561
22994.371, 27.622, -23.606
22994.738, 27.621, -25.652
22995.102, 27.621, -27.667
22995.469, 27.620, -29.712
22995.836, 27.619, -31.758
22996.203, 27.618, -33.803
22996.566, 27.617, -35.817
22996.934, 27.616, -37.861
22997.301, 27.615, -39.907
22997.668, 27.614, -41.952
22998.031, 27.613, -43.966
22998.398, 27.612, -46.011
